label,message,clean_message,tokens,processed_message,target
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,come to mahal bus stop ltdecimalgt,"['come', 'mahal', 'bu', 'stop', 'ltdecimalgt']",come mahal bu stop ltdecimalgt,0
ham,Don know:)this week i'm going to tirunelvai da.,don knowthis week im going to tirunelvai da,"['knowthi', 'week', 'im', 'go', 'tirunelvai', 'da']",knowthi week im go tirunelvai da,0
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,me too baby i promise to treat you well i bet you will take good care of me,"['babi', 'promis', 'treat', 'well', 'bet', 'take', 'good', 'care']",babi promis treat well bet take good care,0
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,its like that hotel dusk game i think you solve puzzles in a area thing,"['like', 'hotel', 'dusk', 'game', 'think', 'solv', 'puzzl', 'area', 'thing']",like hotel dusk game think solv puzzl area thing,0
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",thanks for your ringtone order reference number x your mobile will be charged should your tone not arrive please call customer services,"['thank', 'rington', 'order', 'refer', 'number', 'x', 'mobil', 'charg', 'tone', 'arriv', 'pleas', 'call', 'custom', 'servic']",thank rington order refer number x mobil charg tone arriv pleas call custom servic,1
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright phews i miss you,"['hi', 'love', 'goe', 'day', 'fuck', 'morn', 'woke', 'drop', 'cell', 'way', 'stair', 'seem', 'alright', 'phew', 'miss']",hi love goe day fuck morn woke drop cell way stair seem alright phew miss,0
ham,Well that must be a pain to catch,well that must be a pain to catch,"['well', 'must', 'pain', 'catch']",well must pain catch,0
ham,Sorry da thangam.it's my mistake.,sorry da thangamits my mistake,"['sorri', 'da', 'thangamit', 'mistak']",sorri da thangamit mistak,0
ham,I need... Coz i never go before ,i need coz i never go before,"['need', 'coz', 'never', 'go']",need coz never go,0
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rose for redred for bloodblood for heartheart for u but u for me send tis to all ur friends including me if u like me if u get back u r poor in relation u need some to support u r frnd many some luvs u some is praying god to marry u try it,"['rose', 'redr', 'bloodblood', 'heartheart', 'u', 'u', 'send', 'ti', 'ur', 'friend', 'includ', 'u', 'like', 'u', 'get', 'back', 'u', 'r', 'poor', 'relat', 'u', 'need', 'support', 'u', 'r', 'frnd', 'mani', 'luv', 'u', 'pray', 'god', 'marri', 'u', 'tri']",rose redr bloodblood heartheart u u send ti ur friend includ u like u get back u r poor relat u need support u r frnd mani luv u pray god marri u tri,0
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cashbalance is currently pounds to maximize ur cashin now send collect to only pmsg cc po box tcrw,"['ur', 'cashbal', 'current', 'pound', 'maxim', 'ur', 'cashin', 'send', 'collect', 'pmsg', 'cc', 'po', 'box', 'tcrw']",ur cashbal current pound maxim ur cashin send collect pmsg cc po box tcrw,1
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",i feel like a dick because i keep sleeping through your texts and facebook messages sup you in town,"['feel', 'like', 'dick', 'keep', 'sleep', 'text', 'facebook', 'messag', 'sup', 'town']",feel like dick keep sleep text facebook messag sup town,0
ham,No plm i will come da. On the way.,no plm i will come da on the way,"['plm', 'come', 'da', 'way']",plm come da way,0
ham,Guess he wants alone time. We could just show up and watch when they do..,guess he wants alone time we could just show up and watch when they do,"['guess', 'want', 'alon', 'time', 'could', 'show', 'watch']",guess want alon time could show watch,0
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),height of recycling read twice people spend time for earning money and the same money is spent for spending time good morning keep smiling,"['height', 'recycl', 'read', 'twice', 'peopl', 'spend', 'time', 'earn', 'money', 'money', 'spent', 'spend', 'time', 'good', 'morn', 'keep', 'smile']",height recycl read twice peopl spend time earn money money spent spend time good morn keep smile,0
ham,Yup Ì_ not comin :-(,yup ì not comin,"['yup', 'ì', 'comin']",yup ì comin,0
ham,"Yes, princess. Toledo.",yes princess toledo,"['ye', 'princess', 'toledo']",ye princess toledo,0
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",aight text me when youre back at mu and ill swing by need somebody to get the door for me,"['aight', 'text', 'your', 'back', 'mu', 'ill', 'swing', 'need', 'somebodi', 'get', 'door']",aight text your back mu ill swing need somebodi get door,0
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ron say fri leh n he said ding tai feng cant make reservations but he said wait lor,"['ron', 'say', 'fri', 'leh', 'n', 'said', 'ding', 'tai', 'feng', 'cant', 'make', 'reserv', 'said', 'wait', 'lor']",ron say fri leh n said ding tai feng cant make reserv said wait lor,0
ham,Good. No swimsuit allowed :),good no swimsuit allowed,"['good', 'swimsuit', 'allow']",good swimsuit allow,0
ham,Am okay. Will soon be over. All the best,am okay will soon be over all the best,"['okay', 'soon', 'best']",okay soon best,0
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,a cute thought for friendship its not necessary to share every secret with ur close frnd,"['cute', 'thought', 'friendship', 'necessari', 'share', 'everi', 'secret', 'ur', 'close', 'frnd']",cute thought friendship necessari share everi secret ur close frnd,0
ham,Ok i've sent u da latest version of da project.,ok ive sent u da latest version of da project,"['ok', 'ive', 'sent', 'u', 'da', 'latest', 'version', 'da', 'project']",ok ive sent u da latest version da project,0
ham,Pls accept me for one day. Or am begging you change the number.,pls accept me for one day or am begging you change the number,"['pl', 'accept', 'one', 'day', 'beg', 'chang', 'number']",pl accept one day beg chang number,0
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get u r cute u r luvd u r so lucky none people hate u,"['squeeeeez', 'christma', 'hug', 'u', 'lik', 'frndshp', 'den', 'hug', 'back', 'u', 'get', 'u', 'r', 'cute', 'u', 'r', 'luvd', 'u', 'r', 'lucki', 'none', 'peopl', 'hate', 'u']",squeeeeez christma hug u lik frndshp den hug back u get u r cute u r luvd u r lucki none peopl hate u,0
ham,"Its ok, if anybody asks abt me, u tel them..:-P",its ok if anybody asks abt me u tel themp,"['ok', 'anybodi', 'ask', 'abt', 'u', 'tel', 'themp']",ok anybodi ask abt u tel themp,0
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",funny fact nobody teaches volcanoes erupt tsunamis arise hurricanes sway aroundn no teaches hw choose a wife natural disasters just happens,"['funni', 'fact', 'nobodi', 'teach', 'volcano', 'erupt', 'tsunami', 'aris', 'hurrican', 'sway', 'aroundn', 'teach', 'hw', 'choos', 'wife', 'natur', 'disast', 'happen']",funni fact nobodi teach volcano erupt tsunami aris hurrican sway aroundn teach hw choos wife natur disast happen,0
ham,* You gonna ring this weekend or wot?,you gonna ring this weekend or wot,"['gon', 'na', 'ring', 'weekend', 'wot']",gon na ring weekend wot,0
ham,Also track down any lighters you can find,also track down any lighters you can find,"['also', 'track', 'lighter', 'find']",also track lighter find,0
ham,"Babe, I need your advice",babe i need your advice,"['babe', 'need', 'advic']",babe need advic,0
ham,"IÛ÷ll leave around four, ok?",iû÷ll leave around four ok,"['i\x89û÷ll', 'leav', 'around', 'four', 'ok']",iû÷ll leav around four ok,0
ham,Come to medical college at 7pm ......forward it da,come to medical college at pm forward it da,"['come', 'medic', 'colleg', 'pm', 'forward', 'da']",come medic colleg pm forward da,0
ham,K:)k..its good:)when are you going?,kkits goodwhen are you going,"['kkit', 'goodwhen', 'go']",kkit goodwhen go,0
ham,I can make lasagna for you... vodka...,i can make lasagna for you vodka,"['make', 'lasagna', 'vodka']",make lasagna vodka,0
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,hi its kate can u give me a ring asap xxx,"['hi', 'kate', 'u', 'give', 'ring', 'asap', 'xxx']",hi kate u give ring asap xxx,0
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,who were those people were you in a tour i thought you were doing that sofa thing you sent me your curious sugar,"['peopl', 'tour', 'thought', 'sofa', 'thing', 'sent', 'curiou', 'sugar']",peopl tour thought sofa thing sent curiou sugar,0
ham,"No, but you told me you were going, before you got drunk!",no but you told me you were going before you got drunk,"['told', 'go', 'got', 'drunk']",told go got drunk,0
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,he fucking chickened out he messaged me he would be late and woould buzz me and then i didnt hear a word from him,"['fuck', 'chicken', 'messag', 'would', 'late', 'woould', 'buzz', 'didnt', 'hear', 'word']",fuck chicken messag would late woould buzz didnt hear word,0
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",congratulations thanks to a good friend u have won the å£ xmas prize claim is easy just call now only p per minute btnationalrate,"['congratul', 'thank', 'good', 'friend', 'u', 'å£', 'xma', 'prize', 'claim', 'easi', 'call', 'p', 'per', 'minut', 'btnationalr']",congratul thank good friend u å£ xma prize claim easi call p per minut btnationalr,1
ham,I'm always looking for an excuse to be in the city.,im always looking for an excuse to be in the city,"['im', 'alway', 'look', 'excus', 'citi']",im alway look excus citi,0
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,yup im still having coffee wif my frens my fren drove shell give me a lift,"['yup', 'im', 'still', 'coffe', 'wif', 'fren', 'fren', 'drove', 'shell', 'give', 'lift']",yup im still coffe wif fren fren drove shell give lift,0
ham,O shore are you takin the bus,o shore are you takin the bus,"['shore', 'takin', 'bu']",shore takin bu,0
ham,So u gonna get deus ex?,so u gonna get deus ex,"['u', 'gon', 'na', 'get', 'deu', 'ex']",u gon na get deu ex,0
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,i will send them to your email do you mind ltgt times per night,"['send', 'email', 'mind', 'ltgt', 'time', 'per', 'night']",send email mind ltgt time per night,0
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call,"['want', 'new', 'nokia', 'colour', 'phone', 'deliveredtomorrow', 'free', 'minut', 'mobil', 'free', 'text', 'free', 'camcord', 'repli', 'call']",want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call,1
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,tap spile at seven is that pub on gas st off broad st by canal ok,"['tap', 'spile', 'seven', 'pub', 'ga', 'st', 'broad', 'st', 'canal', 'ok']",tap spile seven pub ga st broad st canal ok,0
ham,Ok then i come n pick u at engin?,ok then i come n pick u at engin,"['ok', 'come', 'n', 'pick', 'u', 'engin']",ok come n pick u engin,0
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,which is why i never wanted to tell you any of this which is why im so short with you and onedge as of late,"['never', 'want', 'tell', 'im', 'short', 'onedg', 'late']",never want tell im short onedg late,0
ham,Raviyog Peripherals bhayandar east,raviyog peripherals bhayandar east,"['raviyog', 'peripher', 'bhayandar', 'east']",raviyog peripher bhayandar east,0
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,k actually can you guys meet me at the sunoco on howard it should be right on the way,"['k', 'actual', 'guy', 'meet', 'sunoco', 'howard', 'right', 'way']",k actual guy meet sunoco howard right way,0
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",moon has come to color your dreams stars to make them musical and my sms to give you warm and peaceful sleep good night,"['moon', 'come', 'color', 'dream', 'star', 'make', 'music', 'sm', 'give', 'warm', 'peac', 'sleep', 'good', 'night']",moon come color dream star make music sm give warm peac sleep good night,0
ham,Just finished eating. Got u a plate. NOT leftovers this time.,just finished eating got u a plate not leftovers this time,"['finish', 'eat', 'got', 'u', 'plate', 'leftov', 'time']",finish eat got u plate leftov time,0
ham,Thanx a lot...,thanx a lot,"['thanx', 'lot']",thanx lot,0
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,hurry home u big butt hang up on your last caller if u have to food is done and im starving dont ask what i cooked,"['hurri', 'home', 'u', 'big', 'butt', 'hang', 'last', 'caller', 'u', 'food', 'done', 'im', 'starv', 'dont', 'ask', 'cook']",hurri home u big butt hang last caller u food done im starv dont ask cook,0
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,lol your right what diet everyday i cheat anyway im meant to be a fatty,"['lol', 'right', 'diet', 'everyday', 'cheat', 'anyway', 'im', 'meant', 'fatti']",lol right diet everyday cheat anyway im meant fatti,0
ham,Its a great day. Do have yourself a beautiful one.,its a great day do have yourself a beautiful one,"['great', 'day', 'beauti', 'one']",great day beauti one,0
ham,What happened in interview?,what happened in interview,"['happen', 'interview']",happen interview,0
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,badrith is only for chennaii will surely pick for usno competition for him,"['badrith', 'chennaii', 'sure', 'pick', 'usno', 'competit']",badrith chennaii sure pick usno competit,0
ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,i tot its my group mate lucky i havent reply wat time do ì need to leave,"['tot', 'group', 'mate', 'lucki', 'havent', 'repli', 'wat', 'time', 'ì', 'need', 'leav']",tot group mate lucki havent repli wat time ì need leav,0
ham,Hey you around? I've got enough for a half + the ten I owe you,hey you around ive got enough for a half the ten i owe you,"['hey', 'around', 'ive', 'got', 'enough', 'half', 'ten', 'owe']",hey around ive got enough half ten owe,0
ham,Hey tmr maybe can meet you at yck,hey tmr maybe can meet you at yck,"['hey', 'tmr', 'mayb', 'meet', 'yck']",hey tmr mayb meet yck,0
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,alrite sam its nic just checkin that this is ur numberso is ittb,"['alrit', 'sam', 'nic', 'checkin', 'ur', 'numberso', 'ittb']",alrit sam nic checkin ur numberso ittb,0
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,they are just making it easy to pay back i have ltgt yrs to say but i can pay back earlier you get,"['make', 'easi', 'pay', 'back', 'ltgt', 'yr', 'say', 'pay', 'back', 'earlier', 'get']",make easi pay back ltgt yr say pay back earlier get,0
ham,Not to worry. I'm sure you'll get it.,not to worry im sure youll get it,"['worri', 'im', 'sure', 'youll', 'get']",worri im sure youll get,0
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",the gas station is like a block away from my house youll drive right by it since armenia ends at swann and you have to take howard,"['ga', 'station', 'like', 'block', 'away', 'hous', 'youll', 'drive', 'right', 'sinc', 'armenia', 'end', 'swann', 'take', 'howard']",ga station like block away hous youll drive right sinc armenia end swann take howard,0
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",someone u know has asked our dating service contact you cant guess who call now all will be revealed pobox ls hb p,"['someon', 'u', 'know', 'ask', 'date', 'servic', 'contact', 'cant', 'guess', 'call', 'reveal', 'pobox', 'ls', 'hb', 'p']",someon u know ask date servic contact cant guess call reveal pobox ls hb p,1
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,camera you are awarded a sipix digital camera call fromm landline delivery within days,"['camera', 'award', 'sipix', 'digit', 'camera', 'call', 'fromm', 'landlin', 'deliveri', 'within', 'day']",camera award sipix digit camera call fromm landlin deliveri within day,1
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,my tuition is at hm we go for the to one do you mind,"['tuition', 'hm', 'go', 'one', 'mind']",tuition hm go one mind,0
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",im not smoking while people use wylie smokes too much to justify ruining my shit,"['im', 'smoke', 'peopl', 'use', 'wyli', 'smoke', 'much', 'justifi', 'ruin', 'shit']",im smoke peopl use wyli smoke much justifi ruin shit,0
ham,Dear good morning how you feeling dear,dear good morning how you feeling dear,"['dear', 'good', 'morn', 'feel', 'dear']",dear good morn feel dear,0
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,a little meds say take once every hours its only been but pain is back so i took another hope i dont die,"['littl', 'med', 'say', 'take', 'everi', 'hour', 'pain', 'back', 'took', 'anoth', 'hope', 'dont', 'die']",littl med say take everi hour pain back took anoth hope dont die,0
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",beautiful tomorrow never comes when it comes its already today in the hunt of beautiful tomorrow dont waste your wonderful today goodmorning,"['beauti', 'tomorrow', 'never', 'come', 'come', 'alreadi', 'today', 'hunt', 'beauti', 'tomorrow', 'dont', 'wast', 'wonder', 'today', 'goodmorn']",beauti tomorrow never come come alreadi today hunt beauti tomorrow dont wast wonder today goodmorn,0
ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,dunno lei ì all decide lor how abt leona oops i tot ben is going n i msg him,"['dunno', 'lei', 'ì', 'decid', 'lor', 'abt', 'leona', 'oop', 'tot', 'ben', 'go', 'n', 'msg']",dunno lei ì decid lor abt leona oop tot ben go n msg,0
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,hi there we have now moved in our pub would be great c u if u cud come up,"['hi', 'move', 'pub', 'would', 'great', 'c', 'u', 'u', 'cud', 'come']",hi move pub would great c u u cud come,0
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,todays voda numbers ending are selected to receive a award if you hava a match please call quoting claim code standard rates app,"['today', 'voda', 'number', 'end', 'select', 'receiv', 'award', 'hava', 'match', 'pleas', 'call', 'quot', 'claim', 'code', 'standard', 'rate', 'app']",today voda number end select receiv award hava match pleas call quot claim code standard rate app,1
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop only,"['messag', 'free', 'welcom', 'new', 'improv', 'sex', 'dog', 'club', 'unsubscrib', 'servic', 'repli', 'stop']",messag free welcom new improv sex dog club unsubscrib servic repli stop,1
ham,Just do what ever is easier for you,just do what ever is easier for you,"['ever', 'easier']",ever easier,0
spam,RCT' THNQ Adrian for U text. Rgds Vatian,rct thnq adrian for u text rgds vatian,"['rct', 'thnq', 'adrian', 'u', 'text', 'rgd', 'vatian']",rct thnq adrian u text rgd vatian,1
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,stop calling everyone saying i might have cancer my throat hurts to talk i cant be answering everyones calls if i get one more call im not babysitting on monday,"['stop', 'call', 'everyon', 'say', 'might', 'cancer', 'throat', 'hurt', 'talk', 'cant', 'answer', 'everyon', 'call', 'get', 'one', 'call', 'im', 'babysit', 'monday']",stop call everyon say might cancer throat hurt talk cant answer everyon call get one call im babysit monday,0
ham,"It'll be tough, but I'll do what I have to",itll be tough but ill do what i have to,"['itll', 'tough', 'ill']",itll tough ill,0
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,im gonnamissu so muchi would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx,"['im', 'gonnamissu', 'muchi', 'would', 'say', 'il', 'send', 'u', 'postcard', 'butther', 'abouta', 'much', 'chanc', 'merememberin', 'asther', 'ofsi', 'breakin', 'contract', 'luv', 'yaxx']",im gonnamissu muchi would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx,0
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra ltgt true dont neglet,"['ee', 'msg', 'na', 'poortiyagi', 'odalebeku', 'hanumanji', 'name', 'hanuman', 'bajarangabali', 'maruti', 'pavanaputra', 'sankatmochan', 'ramaduth', 'mahav', 'ee', 'name', 'ltgt', 'janarig', 'ivatt', 'kalisidar', 'next', 'saturday', 'olag', 'ondu', 'good', 'news', 'keluviri', 'maretar', 'ind', 'dodda', 'problum', 'nalli', 'siguviri', 'idu', 'matra', 'ltgt', 'true', 'dont', 'neglet']",ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahav ee name ltgt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind dodda problum nalli siguviri idu matra ltgt true dont neglet,0
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,hi darlin i finish at do u pick me up or meet me text back on this number luv kate xxx,"['hi', 'darlin', 'finish', 'u', 'pick', 'meet', 'text', 'back', 'number', 'luv', 'kate', 'xxx']",hi darlin finish u pick meet text back number luv kate xxx,0
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day,"['set', 'place', 'heart', 'mind', 'mind', 'easili', 'forget', 'heart', 'alway', 'rememb', 'wish', 'happi', 'valentin', 'day']",set place heart mind mind easili forget heart alway rememb wish happi valentin day,0
ham,But i'm surprised she still can guess right lor...,but im surprised she still can guess right lor,"['im', 'surpris', 'still', 'guess', 'right', 'lor']",im surpris still guess right lor,0
ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,okie ì wan meet at bishan cos me at bishan now im not driving today,"['oki', 'ì', 'wan', 'meet', 'bishan', 'co', 'bishan', 'im', 'drive', 'today']",oki ì wan meet bishan co bishan im drive today,0
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,hi darlin how was work did u get into trouble ijust talked to your mum all morning i had a really good time last night im goin out soon but call me if u can,"['hi', 'darlin', 'work', 'u', 'get', 'troubl', 'ijust', 'talk', 'mum', 'morn', 'realli', 'good', 'time', 'last', 'night', 'im', 'goin', 'soon', 'call', 'u']",hi darlin work u get troubl ijust talk mum morn realli good time last night im goin soon call u,0
ham,I know you are serving. I mean what are you doing now.,i know you are serving i mean what are you doing now,"['know', 'serv', 'mean']",know serv mean,0
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",huh hyde park not in mel ah opps got confused anyway if tts e best choice den we juz have to take it,"['huh', 'hyde', 'park', 'mel', 'ah', 'opp', 'got', 'confus', 'anyway', 'tt', 'e', 'best', 'choic', 'den', 'juz', 'take']",huh hyde park mel ah opp got confus anyway tt e best choic den juz take,0
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,oh gei that happend to me in tron maybe ill dl it in d when its out,"['oh', 'gei', 'happend', 'tron', 'mayb', 'ill', 'dl']",oh gei happend tron mayb ill dl,0
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,i know girls always safe and selfish know i got it pa thank you good night,"['know', 'girl', 'alway', 'safe', 'selfish', 'know', 'got', 'pa', 'thank', 'good', 'night']",know girl alway safe selfish know got pa thank good night,0
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",no worries hope photo shoot went well have a spiffing fun at workage,"['worri', 'hope', 'photo', 'shoot', 'went', 'well', 'spif', 'fun', 'workag']",worri hope photo shoot went well spif fun workag,0
ham,I'm freezing and craving ice. Fml,im freezing and craving ice fml,"['im', 'freez', 'crave', 'ice', 'fml']",im freez crave ice fml,0
ham,Kay... Since we are out already ,kay since we are out already,"['kay', 'sinc', 'alreadi']",kay sinc alreadi,0
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office,"['eh', 'sorri', 'leh', 'din', 'c', 'ur', 'msg', 'sad', 'alreadi', 'lar', 'watch', 'tv', 'u', 'still', 'offic']",eh sorri leh din c ur msg sad alreadi lar watch tv u still offic,0
ham,Yo im right by yo work,yo im right by yo work,"['yo', 'im', 'right', 'yo', 'work']",yo im right yo work,0
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ok darlin i supose it was ok i just worry too muchi have to do some film stuff my mate and then have to babysit again but you can call me therexx,"['ok', 'darlin', 'supos', 'ok', 'worri', 'muchi', 'film', 'stuff', 'mate', 'babysit', 'call', 'therexx']",ok darlin supos ok worri muchi film stuff mate babysit call therexx,0
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them,"['wake', 'sinc', 'check', 'stuff', 'saw', 'true', 'avail', 'space', 'pl', 'call', 'embassi', 'send', 'mail']",wake sinc check stuff saw true avail space pl call embassi send mail,0
ham,Nope... Juz off from work...,nope juz off from work,"['nope', 'juz', 'work']",nope juz work,0
ham,Huh so fast... Dat means u havent finished painting?,huh so fast dat means u havent finished painting,"['huh', 'fast', 'dat', 'mean', 'u', 'havent', 'finish', 'paint']",huh fast dat mean u havent finish paint,0
ham, what number do u live at? Is it 11?,what number do u live at is it,"['number', 'u', 'live']",number u live,0
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",no we put party days a week and study lightly i think we need to draw in some custom checkboxes so they know were hardcore,"['put', 'parti', 'day', 'week', 'studi', 'lightli', 'think', 'need', 'draw', 'custom', 'checkbox', 'know', 'hardcor']",put parti day week studi lightli think need draw custom checkbox know hardcor,0
ham,Sac will score big hundred.he is set batsman:-),sac will score big hundredhe is set batsman,"['sac', 'score', 'big', 'hundredh', 'set', 'batsman']",sac score big hundredh set batsman,0
ham,Send me yetty's number pls.,send me yettys number pls,"['send', 'yetti', 'number', 'pl']",send yetti number pl,0
ham,How much it will cost approx . Per month.,how much it will cost approx per month,"['much', 'cost', 'approx', 'per', 'month']",much cost approx per month,0
ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ok the theory test when are ì going to book i think its on may coz thought wanna go out with jiayin but she isnt free,"['ok', 'theori', 'test', 'ì', 'go', 'book', 'think', 'may', 'coz', 'thought', 'wan', 'na', 'go', 'jiayin', 'isnt', 'free']",ok theori test ì go book think may coz thought wan na go jiayin isnt free,0
